Waktu,Tweet,Username
2021-11-16 12:05:57+00:00,'@CNNIndonesia Trus aja #percumalaporpolisi',ââ
2021-11-16 12:05:32+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',infintyhuman998
2021-11-16 12:04:29+00:00,'RT @sang_martyr: Lapor Netizen aja Daripada #percumalaporpolisi dukung #sangmartyr basmi konten goblok',Diananur (Basmi Kegoblokan)
2021-11-16 12:04:19+00:00,"'RT @ZAEffendy: #PercumaLaporPolisi\n""Rugi jika percaya Polisi""?? #Nalar\nSuami ditahan &gt; Istri 19 tahun, hamil 5 bulan, diperas Rp150 Juta &amp;\xe2\x80\xa6'",NRXCLS
2021-11-16 12:04:16+00:00,"'Beberapa foto ketika pasukan TNI Divisi-II Siliwangi berserta istrinya harus Hijrah dari Cirebon, Jawa Barat, Februari 1948, sebagai efek dari perundingan Renville.\n-----------------\nIstrinya | #JagoOngkirMurah | Ulama | #percumalaporpolisi | #SpiderMan | #IndonesiaMaster2021 https://t.co/vQbXoMliTl'",Sejarah Nusantara
2021-11-16 12:04:05+00:00,'@viz90 @VIVAcoid Emang #percumalaporpolisi',ââ
2021-11-16 12:03:55+00:00,'RT @sang_martyr: Lapor Netizen aja Daripada #percumalaporpolisi dukung #sangmartyr basmi konten goblok',Siska Olivia (Basmi Kegoblokan)
2021-11-16 12:03:49+00:00,"'buat yg prnah ngalamin kyk gini, mohon di post yah!!! di sana memang gak adil, tpi di sosmed Bru ada keadilan\xf0\x9f\x98\x81\n#percumalaporpolisi'",bapakukerenî¨
2021-11-16 12:03:20+00:00,"'Aku sendiri pernah mengalami sendiri, hadeuhh sesek rasanya #percumalaporpolisi\n#percumalaporpolisi'",Gani
2021-11-16 12:03:15+00:00,"'RT @IlusiSenja2: #percumalaporpolisi Waktu itu kakek rumahnya kecurian, dibobol, hampir 40 juta raib di bawa maling, uang atm juga raib. La\xe2\x80\xa6'",Ika Rachmadanti
2021-11-16 12:02:56+00:00,'Jangan Membangunkan Polisi Tidur.. \xf0\x9f\x98\x82 \n#percumalaporpolisi'',Mister Forong
2021-11-16 12:02:53+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',ð¬ð´ð 
2021-11-16 12:02:52+00:00,'RT @torehrolly: #percumalaporpolisi  yg terbaik karya presiden kita https://t.co/MyFGmnV6N1',prima kolo muko
2021-11-16 12:02:40+00:00,"'RT @indoprogress: Sejak muculnya #PercumaLaporPolisi, bagai air bah bermunculan kesaksian mengenai ketidakbecusan kepolisian dalam menindak\xe2\x80\xa6'",bapakukerenî¨
2021-11-16 12:02:25+00:00,'Lapor Netizen aja Daripada #percumalaporpolisi dukung #sangmartyr basmi konten goblok',Sang Martyr
2021-11-16 12:00:28+00:00,'Melihat Tagar ini #percumalaporpolisi jadi keingat film Ghost/Phantom',bapakukerenî¨
2021-11-16 11:59:59+00:00,'RT @YosepEli: @viz90 @VIVAcoid kejadian sama seperti saya kendaraan digelapkan sm oknum anggota brimop. dan udah lapor sana sini sama aja k\xe2\x80\xa6',fiskiyatur rohmah
2021-11-16 11:59:44+00:00,"'RT @lpmkavling10: Hai, Soka!\n\nMasih ingat dengan #PercumaLaporPolisi ?\n\nTagar ini muncul sebagai buntut dari penghentian kasus pemerkosaan\xe2\x80\xa6'",bapakukerenî¨
2021-11-16 11:57:57+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",ÙØ­ÙØ¯ Ø£ÙÙÙ Ø§ÙÙÙ Ø§ÙØ´Ø¨ÙÙ
2021-11-16 11:57:12+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Pertama El Wahid
2021-11-16 11:57:00+00:00,"'@VIVAcoid Diviralin aja kagak diproses apalagi lapor propam,paling hanya di kepehin,#percumalaporpolisi'",Muhammad Yusuf
2021-11-16 11:56:56+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",Apriawan Ilyas
2021-11-16 11:56:02+00:00,"'RT @ZAEffendy: #PercumaLaporPolisi\n""Rugi jika percaya Polisi""?? #Nalar\nSuami ditahan &gt; Istri 19 tahun, hamil 5 bulan, diperas Rp150 Juta &amp;\xe2\x80\xa6'",HoneyyyNoooo
2021-11-16 11:55:55+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',"Masih Semangat , Tuk Lebih Baik"
2021-11-16 11:55:10+00:00,'RT @BimoSiddharta: Gus dur : hanya 3 polisi yg tidak bisa disuap. \n1.hoegeng\n2.patung polisi\n3.polisi tidur\n#percumalaporpolisi https://t.c\xe2\x80\xa6',EnableNick
2021-11-16 11:53:36+00:00,"'RT @husinsuyut: #percumalaporpolisi \nmobil guwe hilang dibawa lari orang, bikin laporan ke polisi, dipanggil ber-kali2 untuk melengkapi ber\xe2\x80\xa6'",Akbar
2021-11-16 11:53:14+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Lilian
2021-11-16 11:52:20+00:00,'Mengayomi &amp; melayani tapi bayar dulu dong!\n\n#percumalaporpolisi',ð³ï¸
2021-11-16 11:52:18+00:00,"'RT @ZainZaidElFikri: Maju tak gentar, mengawal yang bayar.. \n#percumalaporpolisi'",#Neologisme
2021-11-16 11:51:56+00:00,"'RT @indoprogress: Sejak muculnya #PercumaLaporPolisi, bagai air bah bermunculan kesaksian mengenai ketidakbecusan kepolisian dalam menindak\xe2\x80\xa6'",Syamsuddin
2021-11-16 11:51:37+00:00,'RT @robbyfadila: awokwowkwok.. #percumalaporpolisi',#Neologisme
2021-11-16 11:49:56+00:00,"'RT @ZAEffendy: #PercumaLaporPolisi\n""Rugi jika percaya Polisi""?? #Nalar\nSuami ditahan &gt; Istri 19 tahun, hamil 5 bulan, diperas Rp150 Juta &amp;\xe2\x80\xa6'",Lucky
2021-11-16 11:49:13+00:00,"'Motor gua hilang lapor polisi di suruh bayar ini itu transaksinya ngumpet"" lagi #percumalaporpolisi'",M24
2021-11-16 11:48:48+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Sumatera Utara Watch
2021-11-16 11:48:47+00:00,'Kalo hp hilnag kecopetan bisa lapor polisi nggak ya? Terus caranya gimana? \n#percumalaporpolisi https://t.co/U9kOm6Ttgb',udin
2021-11-16 11:47:19+00:00,"'RT @IlusiSenja2: #percumalaporpolisi Waktu itu kakek rumahnya kecurian, dibobol, hampir 40 juta raib di bawa maling, uang atm juga raib. La\xe2\x80\xa6'",coffelatte
2021-11-16 11:47:04+00:00,"' yg nyeritain kejelekan w,tapi lebih bego'",inimilayayayaya
2021-11-16 11:46:19+00:00,'RT @CH1K4444: Oh jadi begini ?\n\nSe buah institusi yang kata nya paling bersih tapi knp malah begini ?\n\n#percumalaporpolisi\n#percumalaporpol\xe2\x80\xa6',#Neologisme
2021-11-16 11:46:10+00:00,'Actor Mahesh Machidi #maheshmachidi #irlandadelnorditalia #SpiderManNoWayHome #percumalaporpolisi #maheshmachidi #trending #tollywood #bollywood #Alluarjun #prabhas #foryou #RgvAmmayi @MaheshMachidi17 @RGVzoomin @aryasukku @POTUS @RGVzoomin https://t.co/l4braKPKgL',Mahesh Machidi ( Mahee
2021-11-16 11:46:09+00:00,"'RT @IlusiSenja2: #percumalaporpolisi Waktu itu kakek rumahnya kecurian, dibobol, hampir 40 juta raib di bawa maling, uang atm juga raib. La\xe2\x80\xa6'",#Neologisme
2021-11-16 11:45:52+00:00,"'RT @husinsuyut: #percumalaporpolisi \nmobil guwe hilang dibawa lari orang, bikin laporan ke polisi, dipanggil ber-kali2 untuk melengkapi ber\xe2\x80\xa6'",#Neologisme
2021-11-16 11:42:29+00:00,'@viz90 @VIVAcoid kejadian sama seperti saya kendaraan digelapkan sm oknum anggota brimop. dan udah lapor sana sini sama aja kasusa redup. #percumalaporpolisi',Yosep Eli Bowo
2021-11-16 11:42:24+00:00,"'inget kejadian wkt kena begal\ndgn kondisi pelipis robek, bibir pecah, ke kantor polisi niat laporan\neh pas sampe malah disuruh pulang\n""bersih2 dlu, lapornya besok aja""\n#percumalaporpolisi'",Nama tidak boleh kosong
2021-11-16 11:41:26+00:00,'#percumalaporpolisi sering sekali trending di twitter',Bambang Tjahjar
2021-11-16 11:40:56+00:00,'#percumalaporpolisi kalo Polisinya Tidur \xf0\x9f\x98\x82',Anak Rantau
2021-11-16 11:40:52+00:00,'RT @BimoSiddharta: Gus dur : hanya 3 polisi yg tidak bisa disuap. \n1.hoegeng\n2.patung polisi\n3.polisi tidur\n#percumalaporpolisi https://t.c\xe2\x80\xa6',mimpiâ¢rakyat_jelatað²ð¨ðµð¸
2021-11-16 11:40:11+00:00,'RT @projectm_org: Lydia berharap polisi yang menyelidiki sekarang bisa \xe2\x80\x9cmenempatkan kemanusiaannya dengan baik.\xe2\x80\x9d\n\nReportase lanjutan \xe2\x80\x9cTiga\xe2\x80\xa6',girl powerðª
2021-11-16 11:39:33+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',ð
2021-11-16 11:38:06+00:00,'Mau bilang apa yah????\nKecewa #percumalaporpolisi',H Ayal
2021-11-16 11:37:38+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',soalagogo
2021-11-16 11:37:23+00:00,"'RT @ZAEffendy: #PercumaLaporPolisi\n""Rugi jika percaya Polisi""?? #Nalar\nSuami ditahan &gt; Istri 19 tahun, hamil 5 bulan, diperas Rp150 Juta &amp;\xe2\x80\xa6'",girl powerðª
2021-11-16 11:37:18+00:00,"'RT @IlusiSenja2: #percumalaporpolisi Waktu itu kakek rumahnya kecurian, dibobol, hampir 40 juta raib di bawa maling, uang atm juga raib. La\xe2\x80\xa6'",Phrase Thyyoo
2021-11-16 11:37:12+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",mycin
2021-11-16 11:37:11+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',"no hav is can do, amigo"
2021-11-16 11:36:57+00:00,"'Pakai hukum rimba aja, gak perlu lapor polisi\n#percumalaporpolisi'",Kim Harvet
2021-11-16 11:36:30+00:00,'@CH1K4444 #percumalaporpolisi \nAllah laknat dunia akhirat utk orang-orang dzolim thd ulama ulama \xf0\x9f\xa4\xb2',girl powerðª
2021-11-16 11:36:27+00:00,'RT @Anjay96162619: Miris polisi Indonesia sekarang.  hukum pun tak berguna bagi mereka yg berpangkat dan berduit. #PercumaLaporPolisi #huku\xe2\x80\xa6',E R
2021-11-16 11:35:53+00:00,"'s check this out!\n\nhttps://t.co/LYdAVGk0mH""'",mahacinta
2021-11-16 11:35:48+00:00,'RT @torehrolly: #percumalaporpolisi  yg terbaik karya presiden kita https://t.co/MyFGmnV6N1',E R
2021-11-16 11:35:42+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",Ivan 022
2021-11-16 11:35:39+00:00,"'RT @husinsuyut: #percumalaporpolisi \nmobil guwe hilang dibawa lari orang, bikin laporan ke polisi, dipanggil ber-kali2 untuk melengkapi ber\xe2\x80\xa6'",Phrase Thyyoo
2021-11-16 11:35:24+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Phrase Thyyoo
2021-11-16 11:35:02+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",E R
2021-11-16 11:34:26+00:00,"'RT @indoprogress: Sejak muculnya #PercumaLaporPolisi, bagai air bah bermunculan kesaksian mengenai ketidakbecusan kepolisian dalam menindak\xe2\x80\xa6'",Wahid
2021-11-16 11:34:23+00:00,'Jangan lupa #bahagia \n.\n.\n.\n#sokbijak #katabijak #percumalaporpolisi #SpiderManNoWayHome #SpiderMan #SaminaWaathonaIBHRS #IndonesiaMasters2021 https://t.co/D0zqUsaabq',Sok Bijak
2021-11-16 11:33:39+00:00,'RT @BimoSiddharta: Gus dur : hanya 3 polisi yg tidak bisa disuap. \n1.hoegeng\n2.patung polisi\n3.polisi tidur\n#percumalaporpolisi https://t.c\xe2\x80\xa6',mulyamozz
2021-11-16 11:33:05+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',rhvnxx
2021-11-16 11:32:57+00:00,"'#FotoProfilBaru \ngak berani ngab gua ngurusin idup orang lain,soalnya tau banget rasanya idup diurusin banget sama org lain. Lu mo makan diluar kamar aja gak tenang rasanya karna tau bakal tetep jadi cerita yg enggak\xc2\xb2 \xf0\x9f\xa5\x82\n.\n#percumalaporpolisi https://t.co/m2FhZiHTlt'",inimilayayayaya
2021-11-16 11:32:55+00:00,'fakta sih \n#percumalaporpolisi',beardi
2021-11-16 11:32:36+00:00,"'Hujan hanya membasahi, \nDan dia hanya menyakiti bukan menyayangi .\n#IndonesiaMasters2021\n#percumalaporpolisi #TimnasDay #\xe0\xb8\x9f\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\x99\xe0\xb8\xa3\xe0\xb8\xb5\xe0\xb8\x81\xe0\xb8\xb8\xe0\xb8\xa5 #cidroloro'",ms
2021-11-16 11:31:06+00:00,'Gus dur : hanya 3 polisi yg tidak bisa disuap. \n1.hoegeng\n2.patung polisi\n3.polisi tidur\n#percumalaporpolisi https://t.co/bkCyVME13R',Bimo SiddhartaÂ©
2021-11-16 11:30:53+00:00,'RT @CH1K4444: Semoga lancar... xixi\nBer bisnis PCR\n\n#percumalaporpolisi\n#percumalaporpolisi\n\nhttps://t.co/4ouoounkiW',girl powerðª
2021-11-16 11:30:50+00:00,'RT @CH1K4444: Oh jadi begini ?\n\nSe buah institusi yang kata nya paling bersih tapi knp malah begini ?\n\n#percumalaporpolisi\n#percumalaporpol\xe2\x80\xa6',girl powerðª
2021-11-16 11:30:44+00:00,'Karena #percumalaporpolisi nunggu viral dulu baru ditindak \xf0\x9f\x98\x85\xf0\x9f\x98\x85 https://t.co/58LSRFtBpV',RizqiaZein
2021-11-16 11:30:41+00:00,'Di proses? Gak lah! Kan masih temen #percumalaporpolisi https://t.co/isf3q1btCJ',CEESSOT4K
2021-11-16 11:30:39+00:00,'Laporan soal Isu Bisnis PCR Luhut-Erick Thohir Dimentahkan Polisi https://t.co/JIbMmB00a9\nCovid-19\nAda 4.251.076\n143.670 Meninggal\n16 November 2021\nSelasa\nFajar\nFajRi\nTVRI\nPenting\nUlama\n#percumalaporpolisi\n#percumalaporpolisi',onom
2021-11-16 11:30:33+00:00,'RT @xPemburu26: Tolong dong bagian SATPAS juga diperiksa..\nSarangny Dosa dan Kejorokan disana.\nNajis saya sebagai pemilik SIM murni diperma\xe2\x80\xa6',Neo R. Ramadan
2021-11-16 11:29:45+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Farid Ma'ruf
2021-11-16 11:29:40+00:00,'RT @indraelfarisi: Apakah tagar #percumalaporpolisi masih berlaku? https://t.co/jzygMZEEUE',Himawan Wicaksono
2021-11-16 11:29:12+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Mak DangÂ®
2021-11-16 11:28:23+00:00,'@ArabBara2 @Nurulkjo1 Polisi lagi..  Oknum lagi..  #percumalaporpolisi #percumalaporpolisi',âá´ÊÒá´ÊÊÉª100ð®ð©ðµð¸ð
2021-11-16 11:25:09+00:00,'RT @CH1K4444: Oh jadi begini ?\n\nSe buah institusi yang kata nya paling bersih tapi knp malah begini ?\n\n#percumalaporpolisi\n#percumalaporpol\xe2\x80\xa6',Anjani
2021-11-16 11:23:36+00:00,'RT @masawep: @tvOneNews Mau ngeles apa lagi coba? Mau bilang yg maling bkn oknum? Mobil dinas pake stiker POLISI sebesar gaban aja bisa len\xe2\x80\xa6',satekambing
2021-11-16 11:23:23+00:00,'#percumalaporpolisi\nKata orang2 begitu?',Maryam
2021-11-16 11:22:57+00:00,"'RT @indoprogress: Sejak muculnya #PercumaLaporPolisi, bagai air bah bermunculan kesaksian mengenai ketidakbecusan kepolisian dalam menindak\xe2\x80\xa6'",Sumisheila
2021-11-16 11:22:36+00:00,'RT @CH1K4444: Semoga lancar... xixi\nBer bisnis PCR\n\n#percumalaporpolisi\n#percumalaporpolisi\n\nhttps://t.co/4ouoounkiW',Mentari Senja
2021-11-16 11:22:28+00:00,'RT @Muhamma60791227: @tvOneNews tindakan represif anggota polres Konawe Selatan yg menembaki warga di saat ingin mempertanyakan laporan mre\xe2\x80\xa6',satekambing
2021-11-16 11:22:21+00:00,'Kalu oknum itu hitungan jari ya alias beberapa?kalau tidak terhitung oleh jari apa sebutan nya ? #percumalaporpolisi',Mr Semut
2021-11-16 11:22:15+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",Mentari Senja
2021-11-16 11:21:44+00:00,'RT @projectm_org: Lydia berharap polisi yang menyelidiki sekarang bisa \xe2\x80\x9cmenempatkan kemanusiaannya dengan baik.\xe2\x80\x9d\n\nReportase lanjutan \xe2\x80\x9cTiga\xe2\x80\xa6',satekambing
2021-11-16 11:21:14+00:00,"'RT @lpmkavling10: Hai, Soka!\n\nMasih ingat dengan #PercumaLaporPolisi ?\n\nTagar ini muncul sebagai buntut dari penghentian kasus pemerkosaan\xe2\x80\xa6'",satekambing
2021-11-16 11:21:12+00:00,'RT @projectm_org: Lydia berharap polisi yang menyelidiki sekarang bisa \xe2\x80\x9cmenempatkan kemanusiaannya dengan baik.\xe2\x80\x9d\n\nReportase lanjutan \xe2\x80\x9cTiga\xe2\x80\xa6',George
2021-11-16 11:21:08+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',JudahLionð®ð±ð²ð¨ð®ð±
2021-11-16 11:21:05+00:00,"'Oalah, jadi gak berguna lu pak 7th @jokowi  TURUN SEGERA... PERTANGGUNGJAWABAN MU D HIAB NNTI BERAT BOS \n#percumalaporpolisi \n#zonauang istrinya https://t.co/Q88MKZE4Hy'",Fajar
2021-11-16 11:20:29+00:00,"'RT @Muhamma60791227: Oknum polisi kembali berulah, dgn menembaki warga yg ingin bertanya kekantor polisi,beginilah kalau polisi sudah kena\xe2\x80\xa6'",satekambing
2021-11-16 11:20:22+00:00,"'RT @ZAEffendy: #PercumaLaporPolisi\n""Rugi jika percaya Polisi""?? #Nalar\nSuami ditahan &gt; Istri 19 tahun, hamil 5 bulan, diperas Rp150 Juta &amp;\xe2\x80\xa6'",satekambing
2021-11-16 11:20:14+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',ð²ð¨Hastin HastaÃ§apalÃ£ ðµð¸
2021-11-16 11:19:53+00:00,'RT @Anjay96162619: Miris polisi Indonesia sekarang.  hukum pun tak berguna bagi mereka yg berpangkat dan berduit. #PercumaLaporPolisi #huku\xe2\x80\xa6',satekambing
2021-11-16 11:19:43+00:00,"'RT @Muhamma60791227: Tindakan represif anggota kepolisian yg menembaki warga ,ibu ibu dan anak anak di bawah umur yg bertujuan untuk bertan\xe2\x80\xa6'",satekambing
2021-11-16 11:19:35+00:00,"'Mengayomi, bagi yg berduit, #percumalaporpolisi'",Dantul Virus
2021-11-16 11:19:04+00:00,"'RT @indoprogress: Sejak muculnya #PercumaLaporPolisi, bagai air bah bermunculan kesaksian mengenai ketidakbecusan kepolisian dalam menindak\xe2\x80\xa6'",satekambing
2021-11-16 11:18:54+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Mezo Gerzego
2021-11-16 11:18:33+00:00,'wadidaw #percumalaporpolisi... Lapor Mr. Jokowi boleh?!?!\n\nhttps://t.co/JtX0zKEZpO\n\n#NFT #NFTart #NFTs #NFTartist #NFTCommunity #Tezos #tezosnft #tezosnfts #Tezos #blockchain #TowardsDecentralization!',Topeng Bangsat!
2021-11-16 11:18:31+00:00,"'RT @alqadrie_ipeh: \xe2\x86\x95\xef\xb8\x8f\xe2\x86\x95\xef\xb8\x8f\n\nKetegasan itu Diperlukan\n\n https://t.co/nnmLpQMz5S\n\n""Hujan Uang"" di mapolsek Banyuwangi senin 15/11/2021.\n#percuma\xe2\x80\xa6'",satekambing
2021-11-16 11:17:53+00:00,"'RT @Muhamma60791227: Tindakan represif anggota kepolisian yg menembaki warga ,ibu ibu dan anak anak di bawah umur yg bertujuan untuk bertan\xe2\x80\xa6'",cecefakhruddin
2021-11-16 11:17:52+00:00,'Mau laporin sales mesin percetakan tapi rame #percumalaporpolisi \xf0\x9f\x98\xac',awï£¿ï£¿n
2021-11-16 11:17:18+00:00,'RT @xPemburu26: Tolong dong bagian SATPAS juga diperiksa..\nSarangny Dosa dan Kejorokan disana.\nNajis saya sebagai pemilik SIM murni diperma\xe2\x80\xa6',satekambing
2021-11-16 11:16:55+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',Augie | Full Moderna Vax ð§
2021-11-16 11:16:52+00:00,"'terus, gw ke kantor polis lah, eh smpe sana gw critain kronologi bapak ny cmn blg \xe2\x80\x9cyaudh dek iklasin aja, untung km cmn 2.5jt, kemaren ada rt ketipu 50jt buat laporan tpi duit kga balik\xe2\x80\x9d, gw di situ kek ah? gw pdhl mnta surat doang loh #percumalaporpolisi'",Mokevin
2021-11-16 11:16:27+00:00,"'RT @IlusiSenja2: #percumalaporpolisi Waktu itu kakek rumahnya kecurian, dibobol, hampir 40 juta raib di bawa maling, uang atm juga raib. La\xe2\x80\xa6'",satekambing
2021-11-16 11:16:10+00:00,'RT @viz90: @VIVAcoid Sodara saya sudah lapor ke propam kasus mobil dicuri sama anggota polisi sudah naik kasus tapi akhirnya redum lagi.. p\xe2\x80\xa6',satekambing
2021-11-16 11:16:00+00:00,"'RT @husinsuyut: #percumalaporpolisi \nmobil guwe hilang dibawa lari orang, bikin laporan ke polisi, dipanggil ber-kali2 untuk melengkapi ber\xe2\x80\xa6'",satekambing
2021-11-16 11:15:41+00:00,"'oke gw mau crita pengalaman gw, jd gw pernah belanja online di ig, ga pake pihak ke 3, gw trf duit sbr 2.5jt \xf0\x9f\x99\x82 terus itu orng block semua socmed gw, akhir ny gw baca2 google, ktmu solusi, mnta surat ke polisi terus ke pihak bank, biar tutup account bank  #percumalaporpolisi'",Mokevin
2021-11-16 11:15:10+00:00,"'RT @husinsuyut: #percumalaporpolisi \nmobil guwe hilang dibawa lari orang, bikin laporan ke polisi, dipanggil ber-kali2 untuk melengkapi ber\xe2\x80\xa6'",Indah Rasmita
2021-11-16 11:15:10+00:00,"'RT @MuhammadIkhtid1: Ada irjend bilang jangan viralkan polisi bejat, tapi ketika rakyat melapor, tidak ada tindakan dari korpnya, jadi buat\xe2\x80\xa6'",Ahmad Baron
2021-11-16 11:14:58+00:00,"'hai kak, cari app premium ?aku ada nih ayo order disini dijamin aman, trusted, legal, dan bergaransi ! \xf0\x9f\x92\x97\n\nt. mau yang jual netflix spotify youtube iflix iqiyi disneyhotsar #zonauang #zonajajan #percumalaporpolisi https://t.co/THVSTXgOZo'",â tya; app premium
2021-11-16 11:14:17+00:00,'Gua selalu ingin tertawa tapi takut dosa baca #percumalaporpolisi',Mr Semut
2021-11-16 11:14:04+00:00,'@ListyoSigitP @DivHumas_Polri mungkin bawang saja belum cukup?\n\n#polisisesuaiprosedur \n#polisitegashumanis\n\n#percumalaporpolisi https://t.co/TDVmTl6s72',Kawulo Selow
2021-11-16 11:13:58+00:00,'@VIVAcoid #percumalaporpolisi GAK BAKALAN DIPECAT. yakinnnm gw',Netizen Garis Tengah
2021-11-16 11:13:51+00:00,"'@VIVAcoid Hilih, lapor pengelapan laptop cuma disuruh cerita panjang x lebar doang, tapi gada tindakan apa-apa. Bener sih cuma laptop yg mungkin gak seberapa harganya. Tp kenapa menyebalkan sekali. Astagfirullah. #percumalaporpolisi'",ð§
2021-11-16 11:12:33+00:00,"'Wajar si banyak orang menggangap #percumalaporpolisi krn proses pelaporan kejahatan tidak jelas perkembangannya. Ditambah memakan biaya dan tenaga yg tdk sedikit. Alhasil masyarakat lebih memilih menceritakan kasus kejahatan yg dialaminya ke platform sosial media, @Twitter'",ordinary people
2021-11-16 11:07:56+00:00,"'Ada irjend bilang jangan viralkan polisi bejat, tapi ketika rakyat melapor, tidak ada tindakan dari korpnya, jadi buat apa #percumalaporpolisi\nTidak adakah lagi petinggi POLRI yg baik dinegri ini???'",Muhammad Ikhtidar
2021-11-16 11:07:32+00:00,"'Sejauh ini masih adem ayem... \nKenapa,karena pemimpin nya kebagian jatah. Kalau tidak masak iya gak di proses atau semua yg di istana itu kebagian jatah.. \n#percumalaporpolisi'",@syafi'i
